,species,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy
0,3,437329.5,2562.157628417015,769,727,1.0577716643741404,1.278356479496581,15.010768111585207,21.115178645833332,36.19080104166667,17.508710416666666,41.800110820531444,65.86158921971013,36.06184049315342,16.67113537961722,0.9974864696118291,0.8121586360206259,3.3882215726480607
0,3,481452.0,2780.6399441957474,1018,676,1.5059171597633136,1.4293595207829648,16.059666382644437,27.537675520833332,43.89494947916667,23.646865625,51.74944829952424,72.52424355655542,47.582125695438684,17.583970290163023,0.9975076971952317,0.7934670160616528,3.818538038054309
0,3,457295.5,2705.2358318567276,958,657,1.4581430745814308,1.3763660477743604,16.003439583292558,22.467915625,38.13697135416667,18.73410833333333,43.379122027590064,67.2508885845432,37.85854599356125,17.16282986847319,0.9974914816960528,0.8037846024709353,3.5373302062872263
0,3,522659.5,2956.6815729141235,1122,665,1.687218045112782,1.4275642172389482,16.72592945045471,27.717908854166666,45.51831197916667,23.502127083333335,49.35999504176375,72.13490738629774,44.55785521207809,18.452085375725908,0.9975218885745197,0.7778872191597327,4.01949008896115
0,3,901166.5,3679.33755338192,1204,1053,1.1433998100664768,1.406856557583976,15.022223786310802,40.7328171875,71.32742916666666,33.4415109375,46.57169584038003,75.85529070302758,39.09408240424079,30.27308083359,0.9967669977142029,0.6136245871573602,6.245354478327906
0,3,839345.5,3731.4796884059906,1170,1034,1.1315280464216635,1.441337327715464,16.589045470532064,40.88774166666666,67.88117083333333,32.5435765625,49.3314047533779,75.96385803489586,41.730298408349164,15.228968167439582,0.9983279251645979,0.6635765455589323,5.553368314045285
0,3,642620.5,3279.426745414734,977,929,1.0516684607104414,1.412393473286333,16.735600215899545,31.328004166666666,52.0125859375,24.9370640625,46.52094859370689,72.43804562226504,39.04618117804355,14.164648964167034,0.9982837671344377,0.7357437596356198,4.4697703407757805
0,3,890629.0,3895.007474541664,1054,1159,0.909404659188956,1.3715991731686257,17.03412220659268,43.255007291666665,71.81768072916667,34.4341875,49.70704471398258,76.29991436482295,42.16033320312087,15.451560811449003,0.9983203687760595,0.6456810175270427,5.810884071322897
0,3,469886.5,2856.9658476114273,989,683,1.4480234260614935,1.4375535368647534,17.370692400011666,27.732296354166667,42.70065208333333,23.104190625,51.682691693597974,71.54733755813784,46.76988650720668,13.208727217112346,0.9980646094940709,0.7994535836071173,3.6266025041879977
0,3,847814.0,3800.7273774147034,1203,995,1.2090452261306532,1.4118485894311723,17.038558690266555,41.29777760416667,68.561475,32.869975,49.401654765833705,76.03316206317064,41.80568831858937,15.331186444891976,0.9983202814266612,0.6606130281627969,5.598302712925601
0,3,526725.5,2950.5049493312836,797,950,0.8389473684210527,1.437466004588728,16.527545098971665,33.01341197916667,49.81183177083334,27.843672395833334,56.22340499825657,75.64085692234522,52.127184074076695,13.522405357036988,0.9981506330196266,0.7762011274417404,4.045205065307578
0,3,487967.5,2872.1962971687317,915,752,1.2167553191489362,1.4100939099427727,16.905862725426946,28.8244828125,44.452311458333334,24.115835416666666,52.36297713505276,72.48915478345475,47.72899906710707,13.090356953721212,0.99812897805539,0.7903946761036369,3.7781452669979587
0,3,704087.0,3399.330413222313,948,1049,0.90371782650143,1.4123993199704015,16.411959400270394,36.154927083333334,58.850997916666664,29.255356770833334,50.72729217647225,75.51446964299289,44.20438209686256,14.61571874568599,0.9982972916629602,0.7120743618458018,4.891773731653743
0,3,465797.0,2764.2379249334335,850,788,1.0786802030456852,1.4379654656427585,16.40416598999198,27.802834375,42.49686979166667,23.163063541666666,51.77928167841829,71.34253368136568,47.099405592389154,12.813939686194876,0.9981098782302585,0.800112618445869,3.6167576704485485
0,3,884980.5,3831.3274533748627,1152,1077,1.0696378830083566,1.401956314291671,16.586885309884128,42.5177703125,70.65265104166667,33.7977328125,48.5493793713266,75.7043920164223,40.728639505950774,23.6299441272068,0.9974154055422575,0.6228983938250904,5.9627853821799155
0,3,697278.0,3328.629839658737,1083,918,1.1797385620915033,1.425821551805736,15.89004186202139,31.964390625,58.7850765625,23.126965625,45.50061826152198,76.76453994398622,35.81349518019335,13.886734285587426,0.9983582262768036,0.7205060062811635,4.767082903309822
0,3,472052.0,2737.0764602422714,772,868,0.8894009216589862,1.4195385254166915,15.870259101142167,22.9218421875,40.7215453125,16.538896875,43.42996043921959,69.99777435425722,34.30078841647011,12.545929248767692,0.9981519731588718,0.8020930508993379,3.508223537275198
0,3,603769.5,3180.466283559799,748,1069,0.6997193638914874,1.3243663351659865,16.753687923720364,27.789830208333335,50.927949479166664,20.161432291666667,44.1562044823111,74.33550466657869,34.85445709229368,13.639762966080932,0.998267117207018,0.7549080083285715,4.232683386264062
0,3,387986.0,2468.1302803754807,746,765,0.9751633986928104,1.4709035893047688,15.700739410459008,19.196791666666666,33.7135203125,13.8346828125,41.250777557297006,65.6756977005281,32.556562685169176,11.640640679895025,0.9980294546145831,0.834237154255076,2.9869050077380845
0,3,592798.0,3071.963758111,947,826,1.1464891041162228,1.3195422386715205,15.919354200161704,27.165585416666666,49.970097395833335,19.6621234375,43.465021451773346,73.82334932332326,34.04914230979515,13.366492337929532,0.9982882719992108,0.7588608037821447,4.16942699572904
0,3,488401.5,2814.8480986356735,948,740,1.281081081081081,1.4363592249409554,16.223066101133732,23.3505125,41.79072395833333,16.8393875,43.14928913024731,70.40188464715797,33.9243476736573,12.665407778628195,0.9981753971307717,0.7967725457538377,3.5876293447958747
0,3,562086.0,3082.6887176036835,1085,735,1.4761904761904763,1.4187775536127925,16.906611674443134,26.5372390625,47.8241640625,19.1431515625,44.53918404433961,73.2173915683785,35.017934583952645,13.55361271963008,0.9982104933757239,0.7696590743181521,4.0190067133508185
0,3,669539.5,3254.3140454292297,960,952,1.0084033613445378,1.3649978828732285,15.817677532509968,30.6964140625,56.466366145833334,22.215668229166667,45.012800062123645,76.10214459865017,35.39287959854959,13.703469082608365,0.9983506393655244,0.7304506110923831,4.6119364514526335
0,3,630934.0,3165.7425371408463,1033,876,1.1792237442922375,1.434235593580311,15.88426968821297,30.0518859375,54.31338645833333,21.945075520833335,46.642844943377874,76.08534549664871,37.65059240997967,13.52818511438246,0.9983234410689652,0.742617622765956,4.450555133473404
0,3,885122.5,3739.7050914764404,1178,1073,1.097856477166822,1.428044140782773,15.800518200830746,39.821994270833336,73.3854421875,28.487708333333334,46.2431980347512,78.68037669271541,35.41105553528819,22.162685188291206,0.9975440723797085,0.6279178344774482,5.941349466749362
0,3,470879.5,2704.726170539856,879,717,1.2259414225941423,1.3384379655516963,15.53591451231832,23.3519140625,40.598904166666664,19.690731770833334,42.87113732275807,70.78981848612945,37.009275055607226,22.409741648110973,0.9962788184242889,0.7939654544871977,3.5979963780411985
0,3,670543.5,3242.044053554535,1099,866,1.2690531177829099,1.4193471415351875,15.675119727785477,33.225500520833336,57.7575640625,28.016428125,47.82880448618389,78.34581855947192,41.42694404148955,24.965073415565627,0.9966275782501441,0.7135337240684088,4.8454561378959955
0,3,685655.0,3240.262308239937,1001,947,1.0570221752903908,1.3825422406312213,15.312802832620491,33.968842708333334,59.045474479166664,28.639785416666665,48.10316340141444,78.73337190380309,41.669177328139746,25.089758971433703,0.9966449656318582,0.70758739775477,4.935321183446195
0,3,603672.0,3113.052069544792,722,1069,0.6753975678203928,1.2785386766323434,16.053574105966675,29.923207291666667,52.0254703125,25.225066666666667,46.46053389890835,76.33737274641875,40.175995011995525,25.305522245602667,0.996394292148077,0.7400071219865739,4.4432370615300005
0,3,455715.0,2627.8947759866714,794,833,0.9531812725090036,1.451350076253799,15.153837274739777,22.585734895833333,39.26981197916667,19.0318015625,42.36562907134708,69.99671240000052,36.52588825942211,22.13341119043248,0.996239834942538,0.8004075188990072,3.4963623223842246
0,3,630917.5,3156.6815751791,823,1063,0.7742238946378175,1.3866297891562684,15.793885202225654,31.2518015625,54.33334791666667,26.3526109375,47.04279184107049,77.20404892096947,40.71674819722124,25.182615833631516,0.9964937319629701,0.72927429255259,4.606695974102875
0,3,552049.5,2954.7892233133316,1050,763,1.3761467889908257,1.45122855830863,15.815211053009923,27.3554640625,47.563116145833334,23.06303958333333,45.20132956871336,74.42800251262167,39.059170777735,23.677943694729542,0.9964479789169388,0.7611542742487546,4.115703760368803
0,3,766389.5,3437.4856160879135,1022,960,1.0645833333333334,1.2801845536766878,15.418148814423088,37.963409375,66.00111927083333,32.0154546875,49.33025818485543,80.43803501698103,42.81773780862864,25.772937518244916,0.996703972176669,0.6760286326915148,5.410793261154419
0,3,396767.0,2488.390166401863,849,669,1.2690582959641257,1.4315227828927304,15.606352393836918,19.680353645833332,34.214508333333335,16.597199479166665,40.26671965961181,66.64605835687703,34.73333574012499,21.085412932327305,0.9960454272625388,0.8246688787167471,3.105944246292972
0,3,867731.0,3649.8644614219666,1186,1054,1.125237191650854,1.4405893070548361,15.352120169443136,42.1210421875,73.66872447916667,35.387693229166665,48.897523799111504,81.16586263356126,41.90087379386287,40.34986134876226,0.9949857427220861,0.6178787531391413,6.128988687530603
0,3,585097.0,3035.9334431886673,864,1002,0.8622754491017964,1.4796315824555586,15.752758724572844,28.417178125,47.0304921875,24.425888541666666,47.264649095055034,69.58263097388124,43.29710383155064,23.39710495062203,0.9973424913293603,0.745265822883753,4.41750803122281
0,3,646833.5,3209.0491040945053,942,979,0.9622063329928499,1.4257424824162632,15.920628960141594,28.568909895833333,49.29689895833334,24.1355390625,43.39678078701527,68.70102937705433,38.10680298647523,23.92779998984631,0.9974290386528107,0.7217446588418907,4.680674860451583
0,3,357823.0,2386.2926247119904,759,640,1.1859375,1.3575426956903274,15.913992367049742,17.475682291666665,28.916667708333332,14.984253125,39.98245972588972,59.42827512097396,36.135576824683454,19.86566539740639,0.996861032077714,0.8395205502666819,2.8946946274023113
0,3,452958.5,2658.5941412448883,749,756,0.9907407407407407,1.2501012785939551,15.60434964320494,20.8910015625,35.4049546875,17.751669791666668,40.86257661697456,63.031543208977816,36.314465664286296,21.496988936225698,0.9971410346728271,0.8001435680929185,3.501659589116617
0,3,686293.5,3272.8522760868073,984,1021,0.9637610186092067,1.4638984632668093,15.6078441965232,31.300274479166667,53.144146875,26.541871354166666,46.1396125490306,70.53146358933316,41.09685002778639,24.14639290624718,0.997474138344587,0.7060974289148927,4.959980018134018
0,3,473210.0,2755.4540897607803,764,860,0.8883720930232558,1.3884744616555018,16.044731178080365,23.020026041666668,38.049995833333334,19.674342708333334,44.03678655159786,65.25655388062552,39.874392595102755,21.859964002915802,0.9971741675817611,0.7899647192204668,3.7047444623935886
0,3,596991.5,3098.7404507398605,981,869,1.1288837744533946,1.4279751051731893,16.08430334611376,26.378980208333335,45.51619479166666,22.28597864583333,42.38889683682932,67.30456716811321,37.17905823042892,23.230015038850908,0.9973984648016672,0.741805668895902,4.377568532734072
0,3,506434.0,2838.1891584396362,816,877,0.9304446978335233,1.4130804803784895,15.905957536587769,23.682072395833334,39.90225885416667,20.1812265625,43.3091836591965,65.8279660309551,38.782097541849765,22.381055021150193,0.9972356978249393,0.777973297314286,3.8606558373097193
0,3,478857.0,2773.5171402692795,919,768,1.1966145833333333,1.4739097475864402,16.06408035669831,26.008760416666668,41.21078333333333,22.739704166666666,49.828354893374744,68.94496106172703,46.75463658197425,21.73517349951179,0.9972075608163375,0.7875485034899917,3.826531718133883
0,3,788235.5,3514.7589036226273,1107,1044,1.0603448275862069,1.4661963334561816,15.672384903489544,34.14385572916667,59.0601875,28.8052359375,44.147893020316985,70.61785551153602,38.5507206858375,37.49746304193371,0.996259670969577,0.6497691761230442,5.643546255385583
0,3,698789.5,3362.88258600235,1121,860,1.3034883720930233,1.3796143187612293,16.183670886923533,34.159638020833334,59.2409296875,27.560071354166666,48.1973949695223,77.47069233661736,40.109406001158156,34.848318557561264,0.9956728343401348,0.6891128748143923,5.200749691712018
0,3,597891.0,3132.6399470567703,1086,784,1.385204081632653,1.42404552000281,16.41341488314065,29.223027604166667,50.6844234375,23.569959375,46.169377825480225,74.62635921065275,38.32441253706109,33.268646803769315,0.9955379981910364,0.7316839734407905,4.561226433276132
0,3,594826.0,3069.031856417656,1008,862,1.1693735498839908,1.4607565910030833,15.834809735462812,29.0704671875,50.4166984375,23.4479015625,46.09979276775166,74.51954138579823,38.267983617219855,32.82741020389229,0.9955842215718453,0.7329563447172038,4.540353596008322
0,3,710630.5,3367.14247071743,1042,888,1.1734234234234233,1.3020775212997473,15.954350985651587,34.72201614583334,60.21844322916667,28.011325520833335,48.39347342658226,77.73289490134228,40.277004636166126,34.904527339812915,0.9956956265587895,0.6845655691574262,5.270594830017985
0,3,500150.0,2796.581070303917,853,856,0.9964953271028038,1.4598980305908227,15.637040253488358,24.4607765625,42.42212083333333,19.736611979166668,43.6003496624582,70.79384009398034,36.1535331978492,31.28812716363595,0.9953287548936279,0.7729298771763887,3.922261516941216
0,3,540432.5,2936.7892184257507,804,991,0.8113017154389506,1.4743080773269557,15.958941983433142,26.418243229166666,45.81960052083333,21.3082671875,44.73700644923344,72.51079975084458,37.09879453886532,33.03271726899441,0.9953015804154858,0.7556693481661976,4.190904961132826
0,3,927075.5,3839.7841690778732,1167,1083,1.077562326869806,1.3632773166802488,15.903712766760695,45.222004166666665,78.4319171875,36.47992708333334,50.73510599985627,80.25155072581033,42.45435638712102,37.155674412203,0.9957276817739495,0.5965639221702335,6.547886290011913
0,3,459947.0,2678.036918401718,810,834,0.9712230215827338,1.4687344411421317,15.592843819663072,22.504611458333333,39.021740625,18.1563828125,42.34513650971166,68.86335461328643,35.08350298067625,30.485437061035427,0.9951878894373917,0.7901859264917137,3.651701076854392
0,3,393726.0,2489.027684569359,778,703,1.1066856330014225,1.3891234005374296,15.73494972278362,19.27612864583333,33.42556302083333,15.540991145833333,39.97843475123122,65.18742609272482,33.05472764561774,28.62059948510224,0.9949527356021656,0.8188916184166953,3.195214709629261
0,3,890191.0,3771.178170442581,1200,1074,1.1173184357541899,1.4477791844671537,15.976104895716373,42.62609270833333,74.26448177083333,34.20426354166667,49.08377873599284,79.56111160033144,40.18688768778374,55.80871579823052,0.9935287712506864,0.5954137025112651,6.476711609430452
0,3,406794.5,2512.348533153534,776,719,1.0792767732962447,1.3715622998836021,15.516176231583056,19.6698328125,36.55000104166667,13.915459375,39.816417697655034,69.56496528201193,30.193887760456764,19.313303961847684,0.9964516545731046,0.8184713225661306,3.1697311759856905
0,3,367911.5,2412.5352623462677,741,669,1.1076233183856503,1.347413712265042,15.819908842382405,17.799761979166668,33.080947916666666,12.592609375,38.3068961922113,67.04225550707888,29.00527884001456,18.790549654320287,0.9962809479723096,0.8348720895197934,2.90898984604582
0,3,528682.0,2945.4540885686874,1028,691,1.487698986975398,1.343620550728037,16.410053279411812,25.553411458333333,47.4884515625,18.076086458333332,43.68876741518111,75.94718303811706,33.292654351486036,21.882121029400416,0.9966346792572356,0.7674515602381955,3.96615780818458
0,3,548972.0,2971.4540947675705,1002,730,1.3726027397260274,1.3324176825047542,16.08377009630903,26.525699479166665,49.2994625,18.763197395833334,44.21892168936392,76.80348368782569,33.724545586968176,21.91438118186356,0.9967056699749358,0.7592453500499068,4.0926250012728564
0,3,362792.0,2389.9292660951614,766,651,1.1766513056835637,1.3745231427374363,15.743902558320352,17.540655729166666,32.59391822916667,12.407471875,38.09005465706697,66.66478869900432,28.82922500844852,18.56773890785317,0.9962832493297307,0.8372742152185575,2.8707647989012615
0,3,429033.0,2584.296800971031,712,830,0.8578313253012049,1.3774231818997607,15.56661132246029,20.735613020833334,38.546131770833334,14.66645,40.60555742501368,70.90474819538818,30.808698795645867,19.676377193888385,0.996520531640334,0.8091534794047626,3.316923547405122
0,3,619931.0,3155.4784759283066,1007,829,1.2147165259348613,1.3466063158641848,16.0615365452717,29.9460296875,55.67107291666667,21.187491145833334,45.87146831565935,79.41572597397723,35.11577676485885,22.670386345554448,0.9968169217209049,0.730495456454795,4.531242715907138
0,3,504896.0,2908.8998299837112,662,1047,0.6322827125119389,1.3727856825960199,16.759289479178413,24.38548125,45.33610677083333,17.2483890625,42.994470938589636,74.86137979521062,32.71977648435468,21.933751717510326,0.9965263913305679,0.7771752787581212,3.8147667286104667
0,3,703319.0,3307.5415271520615,939,1049,0.8951382268827455,1.400518114824141,15.55457900872206,33.96316770833333,63.128015104166664,24.028805729166667,47.439872027289695,81.73424416941533,36.47539972822963,23.186975169846132,0.9969328508201629,0.6972326700564333,5.030237623828317
0,3,740605.0,3403.6979464292526,977,1041,0.9385206532180596,1.3732786033040554,15.642832158204053,34.91784270833333,65.34484114583333,24.470396354166667,46.39537969961115,81.87702277209179,34.50108121311785,37.18875163019771,0.9951545469601695,0.6668935171742787,5.37326590980218
0,3,757125.0,3381.6735656261444,1160,906,1.2803532008830023,1.388093115403665,15.104132216548972,35.513463020833335,59.18083958333333,31.790074479166666,47.53304250945235,72.80007741785103,43.76440323059219,24.17053778646036,0.9974078979438008,0.685986822483719,5.262987705488615
0,3,464099.0,2619.4094947576523,770,833,0.9243697478991597,1.3820542599747037,14.784143256560647,27.233444791666667,41.68593802083333,25.06002135416667,52.10522859828218,70.48724133198913,50.34397193763994,21.024914836595336,0.9970469287757902,0.7984346782949157,3.675685345958466
0,3,597004.5,3109.29471552372,1102,707,1.5586987270155588,1.305038739238984,16.193703109413295,27.2203484375,45.94914375,24.3048046875,42.9626792281618,68.21230380748892,39.074495742619355,24.041407899186982,0.9971267852877141,0.7477353697581431,4.289906248559608
0,3,479278.0,2694.875448822975,859,764,1.12434554973822,1.3693013240749627,15.152695689493012,24.503082291666665,39.356573958333335,22.113057291666667,45.93916750805146,66.95435543938792,43.04456488298453,21.186689070746887,0.9970974814050694,0.792676037287571,3.6755266257626844
0,3,541788.5,2828.9313626289368,916,820,1.1170731707317074,1.3863712500357612,14.771174830151642,28.741741145833334,45.614334375,26.128486979166667,49.86335766131357,70.78943892324166,47.359780206419366,21.8469774614627,0.9972276525597403,0.7681588659702695,4.1005465332422535
0,3,584541.0,2965.3952169418335,921,807,1.141263940520446,1.2715053349551186,15.043544922702605,26.659274479166665,45.00136979166667,23.803175,42.701660027922614,67.82599872712531,38.830475930138256,22.5287979835252,0.9972758170361293,0.7530022942658818,4.210380002544339
0,3,442941.5,2580.015491962433,784,725,1.0813793103448275,1.28323943455287,15.027898579758624,22.53535625,36.29817552083333,20.340227083333332,44.392858635733916,65.10157424335407,41.54558879901416,20.723435367605344,0.9970050244477983,0.8076155943884477,3.4330940307306568
0,3,680971.5,3200.230783343315,913,957,0.9540229885057471,1.283080128904073,15.039509093490945,31.127544791666665,52.4860078125,27.7884484375,44.705584953964284,70.54331560178966,40.706383554452906,23.54712212637721,0.9973671309257529,0.7151690378044463,4.787373355350359
0,3,681083.0,3219.693765759468,981,946,1.0369978858350952,1.3625740181446315,15.220506084090168,31.080452604166666,52.46696927083333,27.75343697916667,44.59181823990792,70.51342549185883,40.60635959414804,23.437120306395453,0.997379732178655,0.7151268030493618,4.785965477994148
0,3,915129.0,3692.6340247392654,1221,1038,1.176300578034682,1.3849391725101052,14.900135435181385,41.0675234375,69.53922239583333,36.64255677083333,45.84663285598215,72.95743912077776,41.6373174150956,37.23798765016574,0.9961640362839105,0.6046495805298803,6.246583008424238
0,3,413113.5,2588.7362751960754,794,686,1.1574344023323615,1.318485113655206,16.222068517528598,17.970218229166665,33.516784375,14.453790104166666,36.84352810965528,63.41974873604498,31.049490553048653,16.01909095847932,0.9975773501691775,0.8201775677418424,3.142535850147535
0,3,447721.0,2719.748467564583,643,912,0.7050438596491229,1.309779974582385,16.521520605064083,25.14151510416667,41.867859375,21.37808385416667,50.56903999768826,72.19094802227796,47.326404583787976,17.010309151042332,0.9975658416278945,0.80455810304742,3.5404835041810365
0,3,583778.0,3085.596226453781,803,978,0.8210633946830266,1.3452613836081524,16.309117631541124,25.776792708333332,47.827109375,20.840536458333332,42.47517797643641,71.4044983591029,36.42178442572352,17.893758804990977,0.99783998991201,0.7517875642882004,4.225813611136644
0,3,396781.5,2520.681576728821,791,733,1.0791268758526602,1.4612652051569945,16.013437146792615,28.420678645833334,43.336241666666666,25.161247395833332,59.58182870883908,76.64976581068771,57.67515255909461,15.683760642793844,0.997547671692804,0.8259521627351851,3.3437922423225626
0,3,338803.0,2332.49363720417,682,668,1.0209580838323353,1.3446634179744572,16.05808262500019,18.018166145833334,30.679813541666668,15.157586979166666,42.972775050163825,63.8650401188467,39.46367933501001,14.964685323269883,0.9973680578384022,0.849747209491329,2.7626150791902897
0,3,558658.0,3085.5718426704407,1076,690,1.5594202898550724,1.3289704971556837,17.042186089308053,24.0367125,45.144519270833335,19.311976041666668,40.35690704132738,69.81333235189537,33.97203108366391,18.538786906015595,0.9977046301132787,0.7617914897220737,4.050658204979764
0,3,455862.5,2741.7657111883163,669,893,0.7491601343784995,1.3105201678137597,16.490233820610324,24.774580208333333,42.031465625,20.95318125,49.710991370127196,72.01569177615228,45.99312158360907,16.826330433554787,0.9976248015403785,0.8025461533451732,3.551347196533727
0,3,678045.0,3319.929266810417,926,987,0.9381965552178319,1.3479370838218703,16.25545551788503,29.153795833333334,54.75054114583333,23.428733333333334,42.7247184622085,73.37263770309231,36.109713074931676,18.49282476918826,0.9979309026435035,0.7153736133633534,4.753338157784599
0,3,408424.0,2573.782957315445,672,796,0.8442211055276382,1.3096977650676749,16.21931794254852,22.171139583333332,37.6229578125,18.749066145833332,47.60630046049245,69.32193792913866,43.94682933686272,16.037847307524533,0.9975529067532095,0.8219664570139613,3.233459265389162
0,3,815026.0,3613.6289635896683,1099,1077,1.020427112349118,1.4522518300029692,16.021960387146102,34.238451041666664,64.68440520833333,27.361125,42.79209516732105,74.99793175572117,35.502388508043246,29.100652790920854,0.9969372456430567,0.644104559165507,5.659571352019713
0,3,590385.5,3043.083597779274,976,828,1.178743961352657,1.3688141053599725,15.685273068314263,34.62861770833333,55.311352604166665,29.725109895833334,54.83989794340829,80.3050973026311,49.50108303227445,22.523824056365246,0.996563560877714,0.7438906550367004,4.464455044325317
0,3,743960.5,3461.392248392105,1158,887,1.3055242390078918,1.380645881064922,16.1046672467543,38.87735364583333,65.08898020833334,32.663736979166664,51.247772086299655,81.12148277058017,44.00362800612756,24.158477301404062,0.9967021833286781,0.6831887951745474,5.271998880324571
0,3,666687.0,3402.0856841802597,1271,769,1.6527958387516255,1.4660537853595466,17.360751000850872,34.855325,58.348613020833334,29.279800520833334,49.95017704525891,79.32235352964852,42.82728010934591,24.454338863389477,0.9965026976279195,0.7133100943836402,4.819662464756311
0,3,539967.0,2967.8703948259354,977,746,1.3096514745308312,1.349789894567631,16.312579621503264,28.223158854166666,47.23930989583334,23.708648958333335,46.99254553717333,74.96098211488378,40.225315839184965,22.304370774873547,0.996418466674419,0.7647667179906075,4.033979491226464
0,3,941716.5,3881.832936167717,1338,988,1.354251012145749,1.4037600488044968,16.001234919762453,49.18215989583334,82.33917239583333,41.3173875,53.06667265259984,83.0935226184834,45.73165607386397,25.706615283002417,0.9966756484288306,0.6071275201882476,6.382122923820152
0,3,717438.0,3440.522194981575,872,1121,0.7778768956289027,1.3625037982376178,16.499255648795902,38.173878125,63.276488541666666,32.18323854166667,52.050083901046506,81.0102094191096,45.17130014699799,24.547662095462783,0.9965993327907147,0.6936501512915996,5.141540389258095
0,3,491544.5,2838.372919201851,703,954,0.7368972746331237,1.3643973231314763,16.3898911054003,31.558952083333335,48.684824479166664,27.498953125,56.35520140762111,78.83138631965426,52.05478713324437,21.894059465954538,0.9962592565173966,0.7837934684576087,3.8957499582208603
